Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
Harry Potter e as Relíquias da Morte - Parte 2,(2011),"
Adventure, Drama, Fantasy            ",130 min,8.1,$381.01M,"716,371",87        ,David Yates,":
Daniel Radcliffe, 
Emma Watson, 
Rupert Grint, 
Michael Gambon
"
Capitão América: O Primeiro Vingador,(2011),"
Action, Adventure, Sci-Fi            ",124 min,6.9,$176.65M,"698,428",66        ,Joe Johnston,":
Chris Evans, 
Hugo Weaving, 
Samuel L. Jackson, 
Hayley Atwell
"
Imortais,(2011),"
Action, Drama, Fantasy            ",110 min,6.0,$83.50M,"155,898",46        ,Tarsem Singh,":
Henry Cavill, 
Mickey Rourke, 
John Hurt, 
Stephen Dorff
"
"Conan, o Bárbaro",(2011),"
Action, Adventure, Fantasy            ",113 min,5.2,$21.30M,"92,398",36        ,Marcus Nispel,":
Jason Momoa, 
Ron Perlman, 
Rose McGowan, 
Stephen Lang
"
Amor a Toda Prova,(2011),"
Comedy, Drama, Romance            ",118 min,7.4,$84.35M,"448,378",68        ,Glenn Ficarra,":
Steve Carell, 
Ryan Gosling, 
Julianne Moore, 
Emma Stone
"
Drive,(I) (2011),"
Crime, Drama            ",100 min,7.8,$35.06M,"539,720",78        ,Nicolas Winding Refn,":
Ryan Gosling, 
Carey Mulligan, 
Bryan Cranston, 
Albert Brooks
"
Millennium: Os Homens que Não Amavam as Mulheres,(2011),"
Crime, Drama, Mystery            ",158 min,7.8,$102.52M,"398,970",71        ,David Fincher,":
Daniel Craig, 
Rooney Mara, 
Christopher Plummer, 
Stellan Skarsgård
"
Histórias Cruzadas,(2011),"
Drama            ",146 min,8.1,$169.71M,"404,192",62        ,Tate Taylor,":
Emma Stone, 
Viola Davis, 
Octavia Spencer, 
Bryce Dallas Howard
"
Sucker Punch: Mundo Surreal,(2011),"
Action, Adventure, Fantasy            ",110 min,6.0,$36.39M,"222,436",33        ,Zack Snyder,":
Emily Browning, 
Vanessa Hudgens, 
Abbie Cornish, 
Jena Malone
"
Thor,(2011),"
Action, Adventure, Fantasy            ",115 min,7.0,$181.03M,"709,417",57        ,Kenneth Branagh,":
Chris Hemsworth, 
Anthony Hopkins, 
Natalie Portman, 
Tom Hiddleston
"
Esposa de Mentirinha,(2011),"
Comedy, Romance            ",117 min,6.4,$103.03M,"208,522",33        ,Dennis Dugan,":
Adam Sandler, 
Jennifer Aniston, 
Brooklyn Decker, 
Nicole Kidman
"
Missão Madrinha de Casamento,(I) (2011),"
Comedy, Romance            ",125 min,6.8,$169.11M,"256,275",75        ,Paul Feig,":
Kristen Wiig, 
Maya Rudolph, 
Rose Byrne, 
Terry Crews
"
Intocáveis,(2011),"
Biography, Comedy, Drama            ",112 min,8.5,$13.18M,"707,040",57        ,Olivier Nakache,":
François Cluzet, 
Omar Sy, 
Anne Le Ny, 
Audrey Fleurot
"
Quero Matar Meu Chefe,(2011),"
Comedy, Crime            ",98 min,6.9,$117.54M,"406,970",57        ,Seth Gordon,":
Jason Bateman, 
Charlie Day, 
Jason Sudeikis, 
Steve Wiebe
"
O Preço do Amanhã,(2011),"
Action, Sci-Fi, Thriller            ",109 min,6.7,$37.52M,"353,995",53        ,Andrew Niccol,":
Justin Timberlake, 
Amanda Seyfried, 
Cillian Murphy, 
Olivia Wilde
"
O Segredo da Cabana,(2011),"
Horror            ",95 min,7.0,$42.07M,"351,293",72        ,Drew Goddard,":
Kristen Connolly, 
Chris Hemsworth, 
Anna Hutchison, 
Fran Kranz
"
Hanna,(2011),"
Action, Drama, Thriller            ",111 min,6.8,$40.26M,"182,829",65        ,Joe Wright,":
Saoirse Ronan, 
Cate Blanchett, 
Eric Bana, 
Vicky Krieps
"
Sexo Sem Compromisso,(I) (2011),"
Comedy, Romance            ",108 min,6.2,$70.66M,"202,851",50        ,Ivan Reitman,":
Natalie Portman, 
Ashton Kutcher, 
Kevin Kline, 
Cary Elwes
"
O Poder e a Lei,(2011),"
Crime, Drama, Thriller            ",118 min,7.3,$58.01M,"201,813",63        ,Brad Furman,":
Matthew McConaughey, 
Marisa Tomei, 
Ryan Phillippe, 
William H. Macy
"
X-Men: Primeira Classe,(2011),"
Action, Adventure, Sci-Fi            ",131 min,7.7,$146.41M,"624,494",65        ,Matthew Vaughn,":
James McAvoy, 
Michael Fassbender, 
Jennifer Lawrence, 
Kevin Bacon
"
O Homem Que Mudou o Jogo,(2011),"
Biography, Drama, Sport            ",133 min,7.6,$75.61M,"338,730",87        ,Bennett Miller,":
Brad Pitt, 
Robin Wright, 
Jonah Hill, 
Philip Seymour Hoffman
"
A Invenção de Hugo Cabret,(2011),"
Drama, Family, Fantasy            ",126 min,7.5,$73.86M,"291,692",83        ,Martin Scorsese,":
Asa Butterfield, 
Chloë Grace Moretz, 
Christopher Lee, 
Ben Kingsley
"
"Missão: Impossível, Protocolo Fantasma",(2011),"
Action, Adventure, Thriller            ",132 min,7.4,$209.40M,"438,731",73        ,Brad Bird,":
Tom Cruise, 
Jeremy Renner, 
Simon Pegg, 
Paula Patton
"
Lanterna Verde,(2011),"
Action, Adventure, Sci-Fi            ",114 min,5.5,$116.60M,"257,928",39        ,Martin Campbell,":
Ryan Reynolds, 
Blake Lively, 
Peter Sarsgaard, 
Mark Strong
"
Super 8,(2011),"
Action, Mystery, Sci-Fi            ",112 min,7.0,$127.00M,"325,869",72        ,J.J. Abrams,":
Elle Fanning, 
AJ Michalka, 
Kyle Chandler, 
Joel Courtney
"
Guerreiro,(2011),"
Drama, Sport            ",140 min,8.2,$13.66M,"414,423",71        ,Gavin O'Connor,":
Tom Hardy, 
Nick Nolte, 
Joel Edgerton, 
Jennifer Morrison
"
A Árvore da Vida,(2011),"
Drama, Fantasy            ",139 min,6.8,$13.30M,"160,452",85        ,Terrence Malick,":
Brad Pitt, 
Sean Penn, 
Jessica Chastain, 
Hunter McCracken
"
Meia-Noite em Paris,(2011),"
Comedy, Fantasy, Romance            ",96 min,7.7,$56.82M,"366,406",81        ,Woody Allen,":
Owen Wilson, 
Rachel McAdams, 
Kathy Bates, 
Kurt Fuller
"
Velozes & Furiosos 5: Operação Rio,(2011),"
Action, Adventure, Thriller            ",130 min,7.3,$209.84M,"338,223",66        ,Justin Lin,":
Vin Diesel, 
Paul Walker, 
Dwayne Johnson, 
Jordana Brewster
"
Piratas do Caribe: Navegando em Águas Misteriosas,(2011),"
Action, Adventure, Fantasy            ",136 min,6.6,$241.06M,"459,794",45        ,Rob Marshall,":
Johnny Depp, 
Penélope Cruz, 
Ian McShane, 
Geoffrey Rush
"
Contra o Tempo,(2011),"
Action, Drama, Mystery            ",93 min,7.5,$54.71M,"463,965",74        ,Duncan Jones,":
Jake Gyllenhaal, 
Michelle Monaghan, 
Vera Farmiga, 
Jeffrey Wright
"
O Dilema,(2011),"
Comedy, Drama            ",111 min,5.3,$48.48M,"49,905",46        ,Ron Howard,":
Vince Vaughn, 
Kevin James, 
Winona Ryder, 
Jennifer Connelly
"
Sem Limites,(I) (2011),"
Sci-Fi, Thriller            ",105 min,7.4,$79.25M,"505,664",59        ,Neil Burger,":
Bradley Cooper, 
Anna Friel, 
Abbie Cornish, 
Robert De Niro
"
Beleza Adormecida,(2011),"
Drama, Romance, Thriller            ",101 min,5.3,$0.04M,"29,894",57        ,Julia Leigh,":
Emily Browning, 
Rachael Blake, 
Ewen Leslie, 
Bridgette Barrett
"
Shame,(2011),"
Drama            ",101 min,7.2,$4.00M,"175,381",72        ,Steve McQueen,":
Michael Fassbender, 
Carey Mulligan, 
James Badge Dale, 
Lucy Walters
"
Transformers: O Lado Oculto da Lua,(2011),"
Action, Adventure, Sci-Fi            ",154 min,6.2,$352.39M,"373,286",42        ,Michael Bay,":
Shia LaBeouf, 
Rosie Huntington-Whiteley, 
Tyrese Gibson, 
Josh Duhamel
"
Sherlock Holmes: O Jogo de Sombras,(2011),"
Action, Adventure, Crime            ",129 min,7.5,$186.85M,"403,577",48        ,Guy Ritchie,":
Robert Downey Jr., 
Jude Law, 
Jared Harris, 
Rachel McAdams
"
Precisamos Falar Sobre o Kevin,(2011),"
Drama, Mystery, Thriller            ",112 min,7.5,$1.74M,"128,372",68        ,Lynne Ramsay,":
Tilda Swinton, 
John C. Reilly, 
Ezra Miller, 
Jasper Newell
"
A Pele que Habito,(2011),"
Drama, Horror, Thriller            ",120 min,7.6,$3.19M,"128,551",70        ,Pedro Almodóvar,":
Antonio Banderas, 
Elena Anaya, 
Jan Cornet, 
Marisa Paredes
"
A Saga Crepúsculo: Amanhecer - Parte 1,(2011),"
Action, Adventure, Drama            ",117 min,4.9,$281.29M,"213,484",45        ,Bill Condon,":
Kristen Stewart, 
Robert Pattinson, 
Taylor Lautner, 
Gil Birmingham
"
O Espião Que Sabia Demais,(2011),"
Drama, Mystery, Thriller            ",122 min,7.1,$24.15M,"178,727",85        ,Tomas Alfredson,":
Gary Oldman, 
Colin Firth, 
Tom Hardy, 
Mark Strong
"
Melancolia,(2011),"
Drama, Sci-Fi            ",135 min,7.1,$3.03M,"158,256",80        ,Lars von Trier,":
Kirsten Dunst, 
Charlotte Gainsbourg, 
Kiefer Sutherland, 
Alexander Skarsgård
"
Contágio,(2011),"
Action, Drama, Sci-Fi            ",106 min,6.6,$75.66M,"205,802",70        ,Steven Soderbergh,":
Matt Damon, 
Kate Winslet, 
Jude Law, 
Gwyneth Paltrow
"
A Coisa,(I) (2011),"
Horror, Mystery, Sci-Fi            ",103 min,6.2,$16.93M,"115,612",49        ,Matthijs van Heijningen Jr.,":
Mary Elizabeth Winstead, 
Joel Edgerton, 
Ulrich Thomsen, 
Eric Christian Olsen
"
Amizade Colorida,(2011),"
Comedy, Romance            ",109 min,6.5,$55.80M,"325,246",63        ,Will Gluck,":
Mila Kunis, 
Justin Timberlake, 
Patricia Clarkson, 
Jenna Elfman
"
O Artista,(I) (2011),"
Comedy, Drama, Romance            ",100 min,7.9,$44.67M,"221,501",89        ,Michel Hazanavicius,":
Jean Dujardin, 
Bérénice Bejo, 
John Goodman, 
James Cromwell
"
A Separação,(2011),"
Drama            ",123 min,8.3,$7.10M,"205,413",95        ,Asghar Farhadi,":
Payman Maadi, 
Leila Hatami, 
Sareh Bayat, 
Shahab Hosseini
"
Professora Sem Classe,(2011),"
Comedy, Romance            ",92 min,5.6,$100.29M,"185,674",47        ,Jake Kasdan,":
Cameron Diaz, 
Jason Segel, 
Justin Timberlake, 
Lucy Punch
"
Gigantes de Aço,(2011),"
Action, Drama, Family            ",127 min,7.1,$85.47M,"287,950",56        ,Shawn Levy,":
Hugh Jackman, 
Evangeline Lilly, 
Dakota Goyo, 
Anthony Mackie
"
Cavalo de Guerra,(2011),"
Action, Adventure, Drama            ",146 min,7.2,$79.88M,"140,225",72        ,Steven Spielberg,":
Jeremy Irvine, 
Emily Watson, 
David Thewlis, 
Benedict Cumberbatch
"
As Aventuras de Tintim,(2011),"
Animation, Action, Adventure            ",107 min,7.3,$77.59M,"207,510",68        ,Steven Spielberg,":
Jamie Bell, 
Andy Serkis, 
Daniel Craig, 
Simon Pegg
"
Pânico 4,(2011),"
Horror, Mystery            ",111 min,6.1,$38.18M,"121,936",52        ,Wes Craven,":
Neve Campbell, 
Courteney Cox, 
David Arquette, 
Lucy Hale
"
A Perseguição,(2011),"
Action, Adventure, Drama            ",117 min,6.8,$51.58M,"233,104",64        ,Joe Carnahan,":
Liam Neeson, 
Dermot Mulroney, 
Frank Grillo, 
Dallas Roberts
"
Paul: O Alien Fugitivo,(2011),"
Adventure, Comedy, Sci-Fi            ",104 min,7.0,$37.41M,"225,892",57        ,Greg Mottola,":
Simon Pegg, 
Nick Frost, 
Seth Rogen, 
Mia Stallard
"
Margin Call - O Dia Antes do Fim,(2011),"
Drama, Thriller            ",107 min,7.1,$5.35M,"110,148",76        ,J.C. Chandor,":
Zachary Quinto, 
Stanley Tucci, 
Kevin Spacey, 
Paul Bettany
"
Motoqueiro Fantasma: Espírito de Vingança,(2011),"
Action, Fantasy, Thriller            ",96 min,4.3,$51.77M,"106,370",34        ,Mark Neveldine,":
Nicolas Cage, 
Ciarán Hinds, 
Idris Elba, 
Violante Placido
"
Os Três Mosqueteiros,(2011),"
Action, Adventure, History            ",110 min,5.7,$20.38M,"100,012",35        ,Paul W.S. Anderson,":
Logan Lerman, 
Matthew Macfadyen, 
Ray Stevenson, 
Milla Jovovich
"
Uma Noite Mais Que Louca,(2011),"
Comedy, Drama, Romance            ",97 min,6.3,$6.92M,"49,704",42        ,Michael Dowse,":
Topher Grace, 
Anna Faris, 
Dan Fogler, 
Teresa Palmer
"
Um Dia,(2011),"
Drama, Romance            ",107 min,7.0,$13.84M,"131,541",48        ,Lone Scherfig,":
Anne Hathaway, 
Jim Sturgess, 
Patricia Clarkson, 
Tom Mison
"
Planeta dos Macacos: A Origem,(2011),"
Action, Drama, Sci-Fi            ",105 min,7.6,$176.76M,"481,788",68        ,Rupert Wyatt,":
James Franco, 
Andy Serkis, 
Freida Pinto, 
Karin Konoval
"
Jane Eyre,(2011),"
Drama, Romance            ",120 min,7.3,$11.24M,"77,195",76        ,Cary Joji Fukunaga,":
Mia Wasikowska, 
Michael Fassbender, 
Jamie Bell, 
Su Elliot
"
Rango,(2011),"
Animation, Adventure, Comedy            ",107 min,7.2,$123.48M,"223,044",75        ,Gore Verbinski,":
Johnny Depp, 
Isla Fisher, 
Timothy Olyphant, 
Abigail Breslin
"
Operação Invasão,(2011),"
Action, Thriller            ",101 min,7.6,$4.11M,"180,907",73        ,Gareth Evans,":
Iko Uwais, 
Ananda George, 
Ray Sahetapy, 
Donny Alamsyah
"
Eu Sou o Número Quatro,(2011),"
Action, Adventure, Sci-Fi            ",111 min,6.1,$55.10M,"221,510",36        ,D.J. Caruso,":
Alex Pettyfer, 
Timothy Olyphant, 
Dianna Agron, 
Teresa Palmer
"
"Se Beber, Não Case! Parte II",(2011),"
Comedy            ",102 min,6.4,$254.46M,"444,264",44        ,Todd Phillips,":
Bradley Cooper, 
Zach Galifianakis, 
Ed Helms, 
Justin Bartha
"
Passe Livre,(2011),"
Comedy, Romance            ",105 min,5.8,$45.06M,"115,873",45        ,Bobby Farrelly,":
Owen Wilson, 
Jason Sudeikis, 
Christina Applegate, 
Jenna Fischer
"
Carros 2,(2011),"
Animation, Adventure, Comedy            ",106 min,6.1,$191.45M,"147,169",57        ,John Lasseter,":
Owen Wilson, 
Larry the Cable Guy, 
Michael Caine, 
Emily Mortimer
"
Os Especialistas,(2011),"
Action, Thriller            ",116 min,6.5,$25.12M,"119,871",44        ,Gary McKendry,":
Jason Statham, 
Clive Owen, 
Robert De Niro, 
Dominic Purcell
"
Fúria Sobre Rodas,(2011),"
Action, Fantasy, Thriller            ",104 min,5.4,$10.71M,"91,675",44        ,Patrick Lussier,":
Nicolas Cage, 
Amber Heard, 
William Fichtner, 
Billy Burke
"
Jovens Adultos,(2011),"
Comedy, Drama            ",94 min,6.2,$16.31M,"76,422",71        ,Jason Reitman,":
Charlize Theron, 
Patrick Wilson, 
Patton Oswalt, 
Elizabeth Reaser
"
Eu Queria Ter a Sua Vida,(2011),"
Comedy, Fantasy            ",112 min,6.3,$37.24M,"159,127",39        ,David Dobkin,":
Jason Bateman, 
Ryan Reynolds, 
Olivia Wilde, 
Leslie Mann
"
Noite de Ano Novo,(2011),"
Comedy, Romance            ",118 min,5.7,$54.54M,"78,818",22        ,Garry Marshall,":
Sarah Jessica Parker, 
Jessica Biel, 
Ashton Kutcher, 
Michelle Pfeiffer
"
Desconhecido,(I) (2011),"
Action, Mystery, Thriller            ",113 min,6.8,$63.69M,"239,601",56        ,Jaume Collet-Serra,":
Liam Neeson, 
Diane Kruger, 
January Jones, 
Aidan Quinn
"
J. Edgar,(2011),"
Biography, Drama, Romance            ",137 min,6.5,$37.31M,"118,216",59        ,Clint Eastwood,":
Leonardo DiCaprio, 
Armie Hammer, 
Naomi Watts, 
Josh Hamilton
"
A Toda Prova,(2011),"
Action, Drama, Thriller            ",93 min,5.8,$18.94M,"80,081",67        ,Steven Soderbergh,":
Gina Carano, 
Ewan McGregor, 
Michael Fassbender, 
Michael Angarano
"
50%,(2011),"
Comedy, Drama, Romance            ",100 min,7.6,$35.01M,"306,075",72        ,Jonathan Levine,":
Joseph Gordon-Levitt, 
Seth Rogen, 
Anna Kendrick, 
Bryce Dallas Howard
"
A Fera,(2011),"
Drama, Fantasy, Romance            ",86 min,5.6,$27.87M,"73,752",40        ,Daniel Barnz,":
Alex Pettyfer, 
Vanessa Hudgens, 
Mary-Kate Olsen, 
Justin Bradley
"
Os Descendentes,(2011),"
Comedy, Drama            ",115 min,7.3,$82.58M,"226,493",84        ,Alexander Payne,":
George Clooney, 
Shailene Woodley, 
Amara Miller, 
Nick Krause
"
O Quarto Secreto,(2011),"
Drama, Mystery, Thriller            ",97 min,7.4,,"34,021",,Andrés Baiz,":
Quim Gutiérrez, 
Martina García, 
María Soledad Rodríguez, 
Jose Luis Garcia
"
Cada um tem a Gêmea que Merece,(I) (2011),"
Comedy            ",91 min,3.3,$74.16M,"73,976",23        ,Dennis Dugan,":
Adam Sandler, 
Katie Holmes, 
Al Pacino, 
Elodie Tougne
"
Cowboys & Aliens,(2011),"
Action, Adventure, Fantasy            ",119 min,6.0,$100.24M,"200,186",50        ,Jon Favreau,":
Daniel Craig, 
Harrison Ford, 
Olivia Wilde, 
Abigail Spencer
"
Paixão e Êxtase,(2011),"
Comedy, Drama            ",129 min,4.3,,"2,356",36        ,Christopher Sun,":
Hiro Hayama, 
Leni Lan Crazybarby, 
Miyavi Matsunoi, 
Vienna Lyn
"
Você é o Próximo,(2011),"
Horror, Mystery, Thriller            ",95 min,6.5,$18.47M,"82,726",66        ,Adam Wingard,":
Sharni Vinson, 
Joe Swanberg, 
AJ Bowen, 
Nicholas Tucci
"
Compramos Um Zoológico,(2011),"
Comedy, Drama, Family            ",124 min,7.1,$75.62M,"129,599",58        ,Cameron Crowe,":
Matt Damon, 
Scarlett Johansson, 
Thomas Haden Church, 
Elle Fanning
"
Colega de Quarto,(I) (2011),"
Drama, Thriller            ",91 min,4.8,$37.30M,"34,202",23        ,Christian E. Christiansen,":
Minka Kelly, 
Leighton Meester, 
Cam Gigandet, 
Aly Michalka
"
Footloose: Ritmo Contagiante,(2011),"
Comedy, Drama, Music            ",113 min,5.9,$51.80M,"44,293",58        ,Craig Brewer,":
Kenny Wormald, 
Julianne Hough, 
Dennis Quaid, 
Andie MacDowell
"
Os Agentes do Destino,(2011),"
Romance, Sci-Fi, Thriller            ",106 min,7.0,$62.50M,"233,036",60        ,George Nolfi,":
Matt Damon, 
Emily Blunt, 
Lisa Thoreson, 
Florence Kastriner
"
Um Método Perigoso,(2011),"
Biography, Drama, Romance            ",99 min,6.4,$5.70M,"95,112",76        ,David Cronenberg,":
Michael Fassbender, 
Keira Knightley, 
Viggo Mortensen, 
Vincent Cassel
"
O Mafioso,(2011),"
Biography, Crime, Drama            ",106 min,7.1,$1.19M,"43,441",50        ,Jonathan Hensleigh,":
Ray Stevenson, 
Christopher Walken, 
Vincent D'Onofrio, 
Val Kilmer
"
Kill Bill: O Inteiro Caso Sangrento,(2011),"
Action, Crime, Thriller            ",247 min,8.8,,"4,455",,Quentin Tarantino,":
Uma Thurman, 
David Carradine, 
Vivica A. Fox, 
Julie Dreyfus
"
Ataque ao Prédio,(2011),"
Action, Comedy, Sci-Fi            ",88 min,6.6,$1.02M,"96,014",75        ,Joe Cornish,":
John Boyega, 
Jodie Whittaker, 
Alex Esmail, 
Leeon Jones
"
Qual Seu Número?,(2011),"
Comedy, Romance            ",106 min,6.1,$14.01M,"69,504",35        ,Mark Mylod,":
Anna Faris, 
Chris Evans, 
Ari Graynor, 
Blythe Danner
"
Caça às Bruxas,(2011),"
Action, Adventure, Fantasy            ",95 min,5.4,$24.83M,"87,531",28        ,Dominic Sena,":
Nicolas Cage, 
Ron Perlman, 
Claire Foy, 
Stephen Campbell Moore
"
Killer Joe - Matador de Aluguel,(2011),"
Crime, Drama, Thriller            ",102 min,6.7,$1.99M,"69,411",62        ,William Friedkin,":
Matthew McConaughey, 
Emile Hirsch, 
Juno Temple, 
Thomas Haden Church
"
A Garota da Capa Vermelha,(2011),"
Fantasy, Horror, Mystery            ",100 min,5.4,$37.66M,"104,306",29        ,Catherine Hardwicke,":
Amanda Seyfried, 
Lukas Haas, 
Gary Oldman, 
Billy Burke
"
A Hora do Espanto,(2011),"
Comedy, Horror            ",106 min,6.3,$18.30M,"96,373",64        ,Craig Gillespie,":
Anton Yelchin, 
Colin Farrell, 
David Tennant, 
Toni Collette
"
Premonição 5,(2011),"
Horror, Thriller            ",92 min,5.8,$42.59M,"101,279",50        ,Steven Quale,":
Nicholas D'Agosto, 
Emma Bell, 
Arlen Escarpeta, 
Miles Fisher
"
Colombiana: Em Busca de Vingança,(2011),"
Action, Drama, Thriller            ",108 min,6.4,$36.67M,"89,963",45        ,Olivier Megaton,":
Zoe Saldana, 
Michael Vartan, 
Callum Blue, 
Jordi Mollà
"
Os Muppets,(2011),"
Adventure, Comedy, Family            ",103 min,7.1,$88.63M,"84,321",75        ,James Bobin,":
Amy Adams, 
Jason Segel, 
Chris Cooper, 
Rashida Jones
"
Sua Alteza?,(2011),"
Comedy, Fantasy            ",102 min,5.5,$21.60M,"94,361",31        ,David Gordon Green,":
Danny McBride, 
Natalie Portman, 
James Franco, 
Rasmus Hardiker
"
Assassino a Preço Fixo,(2011),"
Action, Thriller            ",93 min,6.6,$29.12M,"144,822",49        ,Simon West,":
Jason Statham, 
Ben Foster, 
Donald Sutherland, 
Tony Goldwyn
"
Rio,(2011),"
Animation, Adventure, Comedy            ",96 min,6.9,$143.62M,"196,973",63        ,Carlos Saldanha,":
Jesse Eisenberg, 
Anne Hathaway, 
George Lopez, 
Karen Disher
"
Sete Dias com Marilyn,(2011),"
Biography, Drama            ",99 min,7.0,$14.60M,"80,673",65        ,Simon Curtis,":
Michelle Williams, 
Eddie Redmayne, 
Kenneth Branagh, 
Julia Ormond
"
