Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore
Huang jia shi jie zhi III: Ci xiong da dao,(1988),"
Action            ",90 min,6.4,,286,
The Perfect Murder,(1988),"
Comedy, Thriller, Action            ",93 min,5.9,,273,
Assassinato em Primeiro Grau,(1988),"
Biography, Crime, Drama            ",82 min,5.6,,291,
Um Grito na Noite,(1988),"
Crime, Drama, Mystery            ",85 min,3.7,,161,
Seng fat dak ging,(1988),"
Action, Crime, Thriller            ",98 min,6.9,,582,
Í skugga hrafnsins,(1988),"
Drama            ",124 min,6.3,,762,
Il bosco 1,(1988),"
Horror            ",85 min,3.5,,489,
Tougher Than Leather,(1988),"
Crime, Drama, Music            ",87 min,4.8,$3.58M,301,
Teen Vamp,(1988),"
Comedy, Fantasy, Horror            ",85 min,3.2,,133,
Pyar Ka Mandir,(1988),"
Drama, Family            ",148 min,6.5,,82,
Corredor da Morte,(1988),"
Action, Horror, Sci-Fi            ",90 min,4.2,,422,
Yateem,(1988),"
Action, Drama            ",173 min,6.3,,158,
Ödipussi,(1988),"
Comedy, Romance            ",88 min,7.5,,"3,152",
Killing Blue,(1988),"
Thriller            ",95 min,4.3,,226,
Sinatra,(1988),"
Comedy, Drama            ",112 min,7.1,,90,
Arkadasim Seytan,(1988),"
Comedy, Fantasy, Musical            ",90 min,7.1,,"1,132",
Dead Man Walking,(1988),"
Action, Sci-Fi            ",90 min,5.1,,297,
Summertime Blues: Lemon Popsicle VIII,(1988),"
Comedy            ",90 min,4.8,,555,
Ya bon les blancs,(1988),"
Comedy, Drama            ",95 min,6.2,,151,
Gong zi duo qing,(1988),"
Comedy            ",115 min,6.1,,143,
Trappola diabolica,(1988),"
Action, Adventure, War            ",95 min,4.7,,154,
Kholodnoe leto pyatdesyat tretego,(1988),"
Action, Crime, Drama            ",101 min,7.9,,"1,799",
Commander - O Último Soldado Americano,(1988),"
Action, War            ",99 min,5.4,,101,
Trois places pour le 26,(1988),"
Biography, Drama, Musical            ",106 min,6.1,,313,
Vroom,(1988),"
Drama, Romance            ",89 min,5.7,,125,
L'oeuvre au noir,(1988),"
Drama            ",110 min,6.9,,312,
Tie jia wu di Ma Li Ya,(1988),"
Sci-Fi            ",96 min,6.2,,369,
Mensageiro da Esperança,(1988),"
Drama            ",111 min,6.1,$0.14M,217,
Portrait of a White Marriage,(1988),"
Comedy, Romance            ",101 min,5.5,,76,
Phantom of the Ritz,(1988),"
Comedy, Horror, Musical            ",88 min,4.3,,58,
Act of Piracy,(1988),"
Action, Crime, Thriller            ",96 min,4.3,,253,
Shadow Dancing,(1988),"
Drama, Mystery, Thriller            ",100 min,5.9,,57,
Fast Gun - Na Mira de uma Arma,(1988),"
Action, Crime, Thriller            ",82 min,6.4,,93,
O Assassino da Auto-Estrada,(1988),"
Thriller            ",102 min,5.0,$0.14M,346,
Con el corazón en la mano,(1988),"
Drama            ",115 min,7.5,,28,
Anna,(1988),"
Drama, Family, Music            ",95 min,5.7,,180,
Rukhsat,(1988),"
Romance            ",,7.2,,35,
A Hora da Compra,(1988),"
Action            ",103 min,4.9,,35,
Sete Horas para o Julgamento,(1988),"
Action, Crime, Drama            ",90 min,4.7,$0.18M,215,
Mission Manila,(1988),"
Action            ",90 min,3.7,,39,
Ijin-tachi to no natsu,(1988),"
Drama, Fantasy            ",115 min,6.9,,190,
Tocaia no Deserto,(1988),"
Action, Crime            ",85 min,4.7,,140,
Dharamyudh,(1988),"
Drama, Mystery, Thriller            ",,5.7,,12,
Michael Jackson: Smooth Criminal (II),(1988),"
Action, Crime, Fantasy            ",48 min,8.4,,261,
Pik lik sin fung,(1988),"
Crime            ",95 min,6.2,,235,
Comando de Resgate,(1988),"
Action, History, War            ",98 min,4.6,,452,
Lethal Woman,(1988),"
Action, Adventure, Crime            ",96 min,4.0,,133,
A Caçada,(1988),"
Action            ",86 min,5.0,,62,
Discípulos do Caos,(1988),"
Thriller            ",87 min,4.4,,87,
Tabu,(1988),"
Drama            ",105 min,6.5,,45,
Zelly e Eu,(1988),"
Drama            ",87 min,6.1,,357,
Plaza Real,(1988),"
Drama, Romance            ",99 min,6.0,,11,
Gangaa Jamunaa Saraswathi,(1988),"
Action, Drama, Romance            ",187 min,4.7,,517,
Jeete Hain Shaan Se,(1988),"
Action, Drama            ",,4.7,,115,
Magdalene,(1988),"
Drama, Romance            ",113 min,5.4,,64,
Zhan long,(1988),"
Action            ",85 min,5.3,,73,
Tajna manastirske rakije,(1988),"
Comedy            ",89 min,6.1,,244,
Sone Pe Suhaaga,(1988),"
Action, Family            ",,4.8,,74,
Camp de Thiaroye,(1988),"
Drama, War            ",157 min,7.6,,428,
Xue mei gui,(1988),"
Crime, Drama, Horror            ",92 min,6.3,,191,
Qi xiao fu,(1988),"
Drama            ",112 min,7.0,,272,
Hako no naka no onna II,(1988),"
Horror            ",73 min,5.4,,60,
Janam Janam,(1988),"
Mystery, Romance, Thriller            ",,5.8,,27,
Mong ming yuen yeung,(1988),"
Crime, Drama            ",88 min,7.1,,274,
Friends,(1988),"
Comedy, Drama            ",87 min,5.9,,35,
Os Canibais,(1988),"
Musical, Drama, Fantasy            ",90 min,7.1,,417,
Aconteceu à Meia-Noite,(1988),"
Comedy, Horror, Sci-Fi            ",85 min,2.9,,202,
Paap Ki Duniya,(1988),"
Action            ",168 min,5.7,,85,
Ligações Fatais,(1988),"
Horror            ",90 min,5.0,,297,
Noite dos Reféns,(1988),"
Thriller            ",,5.0,,160,
Zärtliche Chaoten II,(1988),"
Comedy, Sci-Fi, Romance            ",94 min,4.4,,450,
Düttürü Dünya,(1988),"
Drama            ",91 min,7.4,,"2,161",
Irmãos em Luta,(1988),"
Drama, Thriller            ",95 min,5.2,,84,
Captive Rage,(1988),"
Action, Drama            ",99 min,4.3,,327,
Mirai Ninja: Keiun Kinin Gaiden,(1988),"
Action, Fantasy, Sci-Fi            ",71 min,6.3,,242,
Zerkalo dlya geroya,(1988),"
Drama, Fantasy, Sci-Fi            ",139 min,7.5,,495,
Kamilla og tyven,(1988),"
Drama, Family            ",106 min,6.6,,451,
Tian shi xing dong II zhi huo feng kuang long,(1988),"
Action            ",90 min,6.3,,178,
I giorni del commissario Ambrosio,(1988),"
Crime, Drama            ",96 min,6.1,,76,
The Bit Part,(1988),"
Comedy            ",87 min,6.0,,141,
La maschera,(1988),"
Fantasy, Romance            ",90 min,6.5,,103,
Tiyanak,(1988),"
Drama, Horror, Thriller            ",122 min,6.5,,38,
Hard Road,(1988),"
Comedy, Drama            ",86 min,7.3,,20,
Don Bosco,(1988),"
Biography, History            ",108 min,6.8,,103,
Agni Natchathiram,(1988),"
Action, Crime, Drama            ",146 min,7.8,,"1,143",
Sexpot,(1990),"
Comedy            ",95 min,5.6,,36,
Roteiro Fatal,(1988),"
Action, Drama, Thriller            ",95 min,5.3,,49,
Lutadores da Liberdade,(1988),"
Action, Adventure, Drama            ",90 min,4.5,,126,
Intrigo d'amore,(1988),,,5.5,,29,
Inteqam,(1988),"
Drama            ",,5.5,,53,
Day of the Panther,(1988),"
Action            ",84 min,4.3,,332,
Dark Mission: Flowers of Evil,(1988),"
Action, Adventure            ",85 min,4.0,,133,
Lives of a Cat,(1988),"
Crime, Thriller            ",118 min,7.1,,740,
Casais por Acaso,(1988),"
Comedy, Drama            ",104 min,5.5,,50,
Kandyland - A Terra Dos Prazeres,(1988),"
Drama            ",83 min,4.8,,106,
As Assombrosas Peripécias de Andy Colby,(1988),"
Adventure, Fantasy, Sci-Fi            ",74 min,3.9,,123,
Sulude godine,(1988),"
Comedy            ",83 min,6.1,,861,
Sis,(1988),"
Drama            ",105 min,6.9,,186,
South of Reno,(1988),"
Drama            ",97 min,6.2,,122,
Woh Phir Aayegi,(1988),"
Horror, Mystery, Thriller            ",,6.3,,40,
La risa en vacaciones,(1988),"
Comedy            ",90 min,4.8,,155,
Take Two,(1988),"
Crime, Drama, Romance            ",101 min,4.5,,74,
Dance Academy,(1988),"
Music            ",96 min,5.6,,66,
Teito monogatari,(1988),"
Horror, Sci-Fi, Thriller            ",135 min,6.0,,306,
Hot Splash,(1988),"
Action, Comedy            ",89 min,4.8,,46,
As Time Goes by,(1988),"
Comedy, Sci-Fi            ",96 min,5.4,,119,
Padosi Ki Biwi,(1988),"
Thriller            ",,3.7,,6,
Super Xuxa Contra o Baixo Astral,(1988),"
Comedy, Family, Fantasy            ",86 min,3.2,,723,
Esquadrão da Morte,(1988),"
Action, Drama            ",98 min,4.7,,103,
Tokyo Pop,(1988),"
Comedy            ",99 min,6.7,$0.13M,204,
Deadly Addiction,(1988),"
Action            ",98 min,5.6,,46,
Intrépidos punks,(1988),"
Action, Crime            ",91 min,6.1,,141,
Guldregn,(1988),"
Crime, Family            ",94 min,6.6,,295,
Petrang kabayo at ang pilyang kuting,(1988),"
Comedy, Fantasy            ",94 min,7.2,,12,
Tusks,(1988),"
Adventure            ",100 min,4.1,,71,
Corações Trocados,(1988),"
Comedy            ",88 min,5.6,,98,
Fatal Pulse,(1988),"
Crime, Thriller, Horror            ",90 min,3.4,,240,
Qualcuno in ascolto,(1988),"
Thriller            ",105 min,6.5,,223,
Blood Street,(1988),"
Action            ",,4.5,,111,
Mulher Irresistível,(1988),"
Crime, Drama, Mystery            ",96 min,5.2,,203,
Libaas,(1988),"
Drama            ",137 min,8.2,,33,
Sweetwater,(1988),"
Sci-Fi, Drama, Thriller            ",115 min,5.5,,89,
Extrañas salvajes,(1988),"
Comedy, Drama            ",85 min,3.3,,22,
Roleta Americana,(1988),"
Thriller            ",102 min,4.4,,163,
Clube do Suicídio,(1988),"
Drama, Thriller            ",85 min,4.0,,69,
Errore fatale,(1988),"
Drama, Thriller            ",84 min,4.6,,61,
Doctor Hackenstein,(1988),"
Comedy, Horror, Sci-Fi            ",88 min,3.5,,187,
Himmel og helvede,(1988),"
Drama, Romance            ",121 min,6.1,,27,
Rikky and Pete,(1988),"
Comedy, Drama            ",101 min,6.0,$0.21M,261,
Blackout,(1988),"
Drama, Thriller            ",87 min,5.6,,86,
Bernadette,(1988),"
Drama            ",119 min,6.8,$0.01M,178,
Desert Warrior,(1988),"
Action, Sci-Fi            ",89 min,3.9,,157,
Gai tung ngap gong,(1988),"
Comedy            ",95 min,7.2,,619,
Thunder of Gigantic Serpent,(1988),"
Action, Horror, Sci-Fi            ",87 min,4.7,,130,
Malarek,(1988),"
Action, Biography            ",100 min,6.0,,142,
Atalhos,(1988),"
Thriller            ",144 min,3.3,,55,
Night of the Kickfighters,(1988),"
Action            ",,3.6,,80,
Fréquence meurtre,(1988),"
Crime, Drama, Thriller            ",103 min,5.4,,197,
Born to Race,(1988),"
Action, Drama            ",98 min,4.5,,98,
Jednog lepog dana,(1988),"
Drama            ",85 min,6.2,,30,
Três irmãs,(1988),"
Drama, Romance            ",112 min,6.9,,244,
Los gatos de las azoteas,(1988),"
Comedy            ",95 min,5.4,,16,
Filhos da Violência,(1988),"
Drama, Thriller            ",88 min,6.3,,76,
O Prazer de Matar,(1988),"
Crime, Thriller            ",90 min,5.0,,123,
Jogo de Defesa,(1988),"
Action, Drama            ",88 min,4.6,,112,
La puerta negra,(1988),"
Action, Comedy, Drama            ",90 min,6.7,,13,
La gran comedia,(1988),"
Comedy            ",85 min,6.7,,33,
Vampiro da Meia-Noite,(1988),"
Drama, Horror, Thriller            ",93 min,4.3,,178,
Death Collector,(1988),"
Action, Sci-Fi, Western            ",92 min,5.1,,85,
Altar do Diabo,(1988),"
Horror            ",90 min,3.5,,128,
Vingança Fora da Lei,(1988),"
Action, Drama            ",95 min,3.5,,58,
Katinka,(1988),"
Drama, Romance            ",96 min,5.6,,137,
Frankenstein General Hospital,(1988),"
Comedy, Horror, Sci-Fi            ",90 min,3.6,,247,
La table tournante,(1988),"
Animation, Biography, Comedy            ",80 min,7.0,,169,
Guo bu xin lang,(1988),"
Action, Comedy            ",94 min,6.4,,156,
Noites macabras de Nova York 2,(1988),"
Horror            ",90 min,3.7,,147,
A Boca do Lobo,(1988),"
Drama, Action, War            ",128 min,7.4,,466,
Knee Dancing,(1988),"
Drama            ",97 min,5.6,,23,
Striker,(1988),"
Action, Drama            ",90 min,4.7,,131,
Ginga eiyû densetsu: Waga seifuku wa hoshi no taikai,(1988),"
Animation, Action, Sci-Fi            ",60 min,7.6,,618,
The Ogre,(1988),"
Horror            ",94 min,,,,
Swarnakamalam,(1988),"
Drama, Musical, Romance            ",143 min,8.0,,415,
Bersaglio sull'autostrada,(1988),"
Thriller            ",83 min,4.6,,58,
Maalamaal,(1988),"
Comedy            ",139 min,7.0,,332,
Soursweet,(1988),"
Drama            ",110 min,7.1,,51,
Zalzala,(1988),"
Action, Adventure            ",169 min,6.0,,65,
Aakhri Adaalat,(1988),"
Action, Thriller            ",,5.3,,61,
Missione finale,(1988),"
Action, Drama, Thriller            ",84 min,4.1,,75,
El semental de Palo Alto,(1988),"
Comedy            ",91 min,7.7,,12,
Hülya,(1988),"
Romance            ",90 min,2.7,,356,
Paigham,(1988),"
Fantasy            ",168 min,,,,
Lolita chijoku,(1988),"
Drama, Horror, Thriller            ",62 min,6.7,,45,
Under the Gun,(1988),"
Action, Comedy            ",86 min,5.0,,100,
Quelques jours avec moi,(1988),"
Drama, Comedy, Romance            ",131 min,7.0,,782,
Honneponnetje,(1988),"
Comedy, Romance            ",95 min,4.6,,325,
Strazdanota vasara,(1988),"
Adventure, Family            ",78 min,7.6,,11,
Kadaicha,(1988),"
Horror            ",88 min,4.4,,135,
Zits - Os Mini-Espiões,(1988),"
Comedy            ",96 min,5.8,,58,
Amor Perigoso,(1988),"
Mystery, Thriller            ",96 min,4.2,,146,
Om Dar-B-Dar,(1988),"
Drama            ",101 min,7.3,,289,
Os Profissionais do Extermínio,(1988),"
Action, Drama            ",94 min,5.2,,80,
El aire de un crimen,(1988),"
Crime, Drama            ",119 min,7.0,,77,
PS sista sommaren,(1988),"
Crime, Drama, Romance            ",91 min,4.4,,283,
Mauri,(1988),"
Drama, Mystery, Romance            ",101 min,6.1,,44,
Suéltate el pelo,(1988),"
Comedy, Musical            ",100 min,4.5,,119,
Man spricht deutsh,(1988),"
Comedy            ",84 min,6.7,,880,
Mohabbat Ke Dushman,(1988),"
Action, Thriller            ",,5.2,,38,
Sherni,(I) (1988),"
Action, Drama            ",,4.8,,36,
A Ay,(1988),"
Drama            ",100 min,7.1,,997,
Os Cavaleiros do Zodíaco 2: A Grande Batalha dos Deuses,(1988),"
Animation, Action, Fantasy            ",45 min,6.8,,803,
Moonnam Pakkam,(1988),"
Drama            ",114 min,8.2,,904,
Santet,(1988),"
Horror            ",,4.8,,15,
Retratos da Guerra,(1988),"
Action, War            ",92 min,3.8,,84,
Punhos de Exterminador,(1988),"
Action, Drama            ",93 min,5.5,,87,
Kadinin adi yok,(1988),"
Drama            ",95 min,6.1,,287,
The Outside Chance of Maximilian Glick,(1988),"
Comedy, Drama, Music            ",97 min,6.8,$0.32M,205,
Los plomeros y las ficheras,(1988),"
Comedy            ",90 min,4.8,,19,
Hero Hiralal,(1988),"
Action, Comedy, Drama            ",146 min,6.3,,243,
Kabrastan,(1988),"
Horror            ",135 min,3.4,,26,
Khaidi No. 786,(1988),"
Action, Crime, Drama            ",144 min,6.6,,289,
A Noite do Horror,(1988),"
Horror            ",104 min,3.9,,190,
Shiva Shakti,(1988),"
Action, Crime, Drama            ",153 min,5.3,,15,
Pelos Nossos Direitos,(1988),"
Drama            ",89 min,6.2,,66,
Mardon Wali Baat,(1988),"
Action, Adventure, Comedy            ",,5.2,,44,
The Stay Awake,(1988),"
Horror            ",85 min,2.4,,256,
Yee dam hung seon,(1988),"
Action, Crime, Thriller            ",92 min,6.5,,320,
Doces Ecos do Passado,(1988),"
Drama, Music            ",101 min,6.6,,168,
Miss Arizona,(1988),"
Drama, Musical, War            ",95 min,6.6,,61,
Fantozzi va in pensione,(1988),"
Comedy            ",102 min,6.1,,"1,524",
And the Violins Stopped Playing,(1988),"
Biography, Drama, War            ",116 min,6.9,,142,
Deadly Stranger,(1988),"
Thriller            ",94 min,4.3,,53,
Corps z'a corps,(1988),"
Comedy            ",83 min,3.1,,19,
Encontro com a Máfia,(1988),"
Crime            ",88 min,5.2,,119,
Unnal Mudiyum Thambi,(1988),"
Drama, Musical            ",169 min,7.9,,592,
The Big Turnaround,(1988),"
Action            ",,5.4,,29,
Falak (The Sky),(1988),"
Action, Crime, Drama            ",166 min,5.7,,29,
Vaishali,(1988),"
Musical, Drama, Romance            ",133 min,7.7,,342,
I ragazzi di via Panisperna,(1988),"
Biography, Drama            ",180 min,7.2,,109,
La maison assassinée,(1988),"
Crime, Drama, Mystery            ",110 min,6.8,,464,
Stradivari,(1988),"
Biography, Drama            ",110 min,6.4,,342,
Tsuitô no zawameki,(1988),"
Drama            ",150 min,7.1,,224,
Angel Hill: l'ultima missione,(1988),"
Action, War            ",80 min,4.3,,74,
The Dreaming,(1988),"
Drama, Horror, Mystery            ",87 min,4.3,,124,
Pesadelo de Guerra,(1988),"
Action, Horror, War            ",88 min,5.9,,138,
Cop Game - Um Jogo de Vingança e Morte,(1988),"
Action, Crime, Drama            ",90 min,5.3,,80,
Going to the Chapel,(1988),"
Comedy            ",95 min,6.6,,70,
Tonkô,(1988),"
Drama            ",99 min,7.0,$0.12M,176,
Qiu ai gan si dui,(1988),"
Comedy            ",91 min,6.0,,80,
Terrível Noite do Espanto,(1988),"
Drama, Fantasy, Horror            ",92 min,2.2,,174,
Confronto Real,(1988),"
Action, Crime, Drama            ",86 min,3.0,,48,
The Arrogant,(1988),"
Action, Crime, Thriller            ",83 min,2.6,,108,
Kimagure orenji rôdo: Ano hi ni kaeritai,(1988),"
Animation, Comedy, Drama            ",69 min,7.3,,402,
Daddy's Boys,(1988),"
Action, Comedy, Crime            ",90 min,4.4,,36,
Mappilai Sir,(1988),"
Musical            ",,,,,
Niezwykla podróz Baltazara Kobera,(1988),"
Drama            ",115 min,7.0,,162,
Geierwally,(1988),"
Comedy, Musical            ",105 min,6.2,,191,
Caruso Pascoski di padre polacco,(1988),"
Comedy, Romance            ",102 min,6.9,,522,
Espérame en el cielo,(1988),"
Comedy            ",100 min,7.0,,391,
Obsessão Mortal,(1988),"
Thriller            ",95 min,5.3,,58,
Mar Mitenge,(1988),"
Action            ",,4.9,,24,
En toute innocence,(1988),"
Crime, Drama, Thriller            ",100 min,6.4,,214,
Taxi Killer,(1988),"
Action, Crime, Drama            ",,6.8,,13,
Sevimli Hirsiz,(1988),"
Comedy            ",86 min,6.4,,"1,320",
Mad Move,(1988),"
Action            ",90 min,,,,
Azra,(1988),"
Drama            ",97 min,5.9,,33,
Vampire Knights,(1988),"
Comedy, Horror            ",90 min,3.9,,66,
The Newlydeads,(1988),"
Horror            ",77 min,4.0,,191,
Death by Dialogue,(1988),"
Horror            ",89 min,3.0,,290,
Conspiração ao Amanhecer,(1988),"
Action, Mystery            ",95 min,4.3,,45,
Sons of Steel,(1988),"
Comedy, Musical, Sci-Fi            ",104 min,6.0,,82,
"Katy, Kiki y Koko",(1988),"
Animation            ",70 min,6.5,,53,
La noche de la bestia,(1988),"
Action, Fantasy, Horror            ",80 min,6.1,,34,
The House on the Edge of the Park Part II,(1988),"
Horror            ",91 min,5.2,,12,
Il frullo del passero,(1988),"
Drama, Romance            ",95 min,5.6,,113,
Qatil,(1988),"
Crime, Drama, Mystery            ",135 min,6.5,,17,
Sangham,(1988),"
Comedy, Drama            ",129 min,6.6,,127,
Blueberry Hill,(1988),"
Drama            ",93 min,5.5,,134,
Vargens tid,(1988),"
Drama            ",90 min,4.0,,98,
Honor Bound,(1988),"
Thriller            ",98 min,6.6,,77,
Ha-Kayitz Shel Aviya,(1988),"
Biography, Drama            ",95 min,7.1,,345,
Saazish,(1988),"
Action            ",,5.1,,36,
In der Arche ist der Wurm drin,(1988),"
Animation, Adventure, Comedy            ",81 min,6.3,,164,
Yasemin,(1988),"
Drama, Romance            ",85 min,6.8,,237,
Rihaee,(1988),"
Drama            ",158 min,6.9,,65,
Ninja dos Ninjas,(1988),"
Action, Fantasy, Horror            ",92 min,3.6,,163,
Curse of the Queerwolf,(1988),"
Comedy, Horror            ",86 min,5.5,,247,
Keys to Freedom,(1988),"
Drama            ",97 min,5.4,,74,
Fever,(1988),"
Crime, Romance, Thriller            ",84 min,5.6,,83,
Eldorádó,(1988),"
Drama            ",104 min,7.7,,780,
Namumkin,(1988),"
Drama, Mystery            ",,6.6,,36,
Sokol ga nije volio,(1988),"
Drama, War            ",86 min,7.7,,422,
Ögretmen,(1988),"
Comedy, Drama            ",89 min,7.2,,"1,954",
Fratello dello spazio,(1988),"
Sci-Fi            ",90 min,3.6,,54,
Jag Wala Mela,(1988),"
Action, Comedy, Crime            ",,,,,
Smoke 'Em If You Got 'Em,(1988),"
Comedy            ",48 min,7.5,,66,
Hong lou meng,(1988),"
Drama            ",,7.6,,44,
Alice,(1988),"
Fantasy            ",85 min,7.1,,97,
Mala Ghevun Chala,(1988),,,,,,
"Ni de aqui, ni de alla",(1988),"
Adventure, Comedy, Drama            ",93 min,6.9,$1.00M,67,
American Commando 3: Savage Temptation,(1988),"
Action            ",86 min,5.0,,28,
Clay Farmers,(1988),"
Drama            ",60 min,6.3,,86,
Za sada bez dobrog naslova,(1988),"
Drama            ",89 min,7.2,,81,
El sexo me divierte,(1988),"
Comedy            ",80 min,4.7,,6,
Kuutamosonaatti,(1988),"
Comedy, Horror, Thriller            ",86 min,6.3,,805,
Råttornas vinter,(1988),"
Drama            ",78 min,4.1,,36,
Drug Runners,(1988),"
Action            ",86 min,4.1,,30,
August 1,(1988),"
Action, Thriller            ",,7.1,,284,
Prisioneiro do Rio,(1988),"
Biography, Drama, Thriller            ",90 min,5.5,,59,
After the Rain,(1988),"
Drama            ",105 min,7.5,,33,
Patti Rocks,(1988),"
Comedy, Drama            ",86 min,6.1,$0.35M,275,
Mulzim,(1988),"
Drama            ",156 min,5.2,,17,
Quicker Than the Eye,(1988),"
Drama, Thriller            ",94 min,4.8,,48,
Bat sing bou hei,(1988),"
Comedy            ",91 min,6.3,,317,
Mang gwai hok tong,(1988),"
Action, Comedy, Horror            ",92 min,5.4,,125,
Russicum - I giorni del diavolo,(1988),"
Crime, Thriller            ",111 min,4.8,,78,
Delírio Sangrento,(1988),"
Horror            ",90 min,4.2,,115,
Jungle Heat,(1988),"
Action            ",,6.1,,27,
Zakhmi Aurat,(1988),"
Drama, Thriller            ",132 min,6.2,,49,
Thunder 3: O Homem Trovão,(1988),"
Action, Adventure, Drama            ",90 min,5.4,,132,
Rabu sutori o kimini,(1988),"
Drama, Romance            ",,6.8,,16,
Treni niset më shtatë pa pesë,(1988),"
Drama            ",80 min,8.3,,15,
Tiger Commando,(1988),"
Action            ",77 min,,,,
Milk and Honey,(1988),"
Drama            ",89 min,7.3,,24,
Gui meng jiao,(1988),"
Comedy, Fantasy, Horror            ",95 min,6.8,,82,
1999 - Nen no natsu yasumi,(1988),"
Drama, Fantasy, Mystery            ",90 min,6.9,,217,
Der Kuß des Tigers,(1988),"
Thriller            ",105 min,6.5,,41,
Scorpion Thunderbolt,(1988),"
Horror, Thriller            ",85 min,4.0,,135,
Gece yolculugu,(1988),"
Drama            ",100 min,7.1,,304,
Pestonjee,(1988),"
Comedy, Drama            ",125 min,7.1,,148,
Blood Orgy of the Leather Girls,(1988),"
Drama            ",,5.7,,39,
Do Waqt Ki Roti,(1988),"
Action            ",110 min,6.7,,19,
Le diable rose,(1988),"
Comedy, War            ",75 min,5.2,,72,
Un maledetto soldato,(1988),"
Action, Adventure, Drama            ",85 min,4.1,,114,
Tough Cops,(1988),"
Action            ",93 min,5.8,,25,
Soorma Bhopali,(1988),"
Comedy            ",153 min,6.0,,49,
Arashi ga oka,(1988),"
Drama            ",143 min,6.9,,180,
Justiça Selvagem,(1988),"
Action            ",83 min,4.6,,50,
Whiteforce,(1988),"
Action, Drama            ",90 min,5.2,,45,
Maharshi,(1988),"
Romance            ",132 min,7.9,,66,
Starke Zeiten,(1988),"
Comedy            ",92 min,3.4,,103,
Rage of Ninja,(1988),"
Action            ",,5.5,,76,
Pohjanmaa,(1988),"
Drama, Comedy            ",127 min,7.2,,635,
Vory v zakone,(1988),"
Crime, Thriller            ",95 min,5.9,,204,
A Vingança do Demônio,(1988),"
Horror            ",85 min,4.0,,104,
Schmetterlinge,(1988),"
Drama            ",57 min,7.5,,43,
Yamudiki Mogudu,(1988),"
Action, Comedy, Fantasy            ",145 min,7.2,,243,
Rapid Fire,(1988),,,6.3,,27,
Kumander Bawang,(1988),"
Action, Adventure, Comedy            ",105 min,7.6,,53,
O Lutador do Kimono de Ouro,(1988),"
Action, Adventure, Drama            ",92 min,4.0,,198,
Folk og røvere i Kardemomme by,(1988),"
Family, Musical            ",103 min,5.7,,132,
Hum To Chale Pardes,(1988),"
Drama            ",137 min,5.3,,10,
Ponmuttayidunna Tharavu,(1988),"
Comedy, Drama            ",122 min,8.0,,474,
Berlín Blues,(1988),"
Drama            ",104 min,6.0,,38,
Missão Mortífera,(1988),"
Action            ",93 min,4.9,,74,
Aaj Ke Angaarey,(1988),"
Action, Drama            ",128 min,5.2,,20,
Die Jungfrauenmaschine,(1988),"
Drama, Romance            ",84 min,5.5,,194,
Gde nakhoditsya Nofelet?,(1988),"
Comedy            ",82 min,6.5,,400,
Vijay,(1988),"
Action, Drama, Romance            ",172 min,5.5,,179,
Sensations,(1988),"
Comedy            ",88 min,5.6,,33,
Tamacha,(1988),"
Action, Romance            ",165 min,3.8,,44,
Filyor,(1988),"
Drama, War            ",83 min,6.6,,49,
Matar al Nani,(1988),"
Action, Biography, Crime            ",112 min,5.9,,73,
A.D.A.M.,(1988),"
Comedy            ",98 min,5.4,,47,
A Coletora de Impostos 2,(1988),"
Comedy, Crime            ",127 min,6.8,$0.33M,528,
Georgia,(1988),"
Mystery, Thriller            ",93 min,6.4,,114,
Boulevard of Broken Dreams,(1988),"
Drama            ",94 min,5.3,,58,
A Força do Ninja,(1988),"
Action            ",93 min,2.8,,34,
Menya zovut Arlekino,(1988),"
Crime, Drama            ",134 min,6.4,,117,
Zaboravljeni,(1988),"
Drama            ",105 min,7.6,,326,
Hard focus: Nusumi-giki,(1988),"
Mystery            ",66 min,6.3,,88,
Chinni Krishnudu,(1988),"
Comedy, Drama            ",,6.6,,7,
Tenshi no harawata: Akai memai,(1988),"
Drama, Thriller            ",74 min,5.7,,152,
Jailbird Rock,(1988),"
Musical            ",90 min,5.6,,48,
Les pyramides bleues,(1988),"
Comedy, Mystery, Romance            ",97 min,3.3,,54,
Two Idiots in Hollywood,(1988),"
Musical, Comedy            ",85 min,6.4,,99,
Çil horoz,(1988),"
Drama            ",,5.2,,30,
Agila ng Maynila,(1988),"
Action            ",,7.6,,12,
Daisy,(1988),"
Drama            ",,7.1,,70,
Rimini Rimini - Un anno dopo,(1988),"
Comedy            ",110 min,3.7,,129,
Strike of the Panther,(1988),"
Action            ",84 min,4.5,,150,
Kab Tak Chup Rahungi,(1988),"
Drama            ",,5.9,,7,
O Emissário,(1988),"
Thriller            ",94 min,4.5,,51,
Wherever You Are...,(1988),"
Drama, Romance, War            ",106 min,7.0,,88,
Hana no ran,(1988),"
Drama            ",139 min,7.2,,65,
Fly Me to the Moon,(1988),"
Adventure, Comedy, Fantasy            ",,5.6,,16,
Invasão da Terra: Os Alienígenas Estão Aqui,(1988),"
Comedy, Sci-Fi            ",82 min,3.2,,184,
Tung dong,(1988),"
Action            ",98 min,7.3,,33,
"Mirror, Mirror on the Wall",(1988),"
Comedy, Fantasy            ",,,,,
Sta radis veceras,(1988),"
Drama            ",96 min,6.9,,103,
Hentai byôtô: Hakui seme,(1988),"
Drama, Mystery            ",61 min,7.0,,78,
