Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore
"Sexta-Feira 13, Parte 5: Um Novo Começo",(1985),"
Horror, Mystery, Thriller            ",92 min,4.8,$21.93M,"31,087",16        
Expresso para o Inferno,(1985),"
Action, Adventure, Drama            ",111 min,7.2,$7.94M,"25,104",67        
Academia de Gênios,(1985),"
Comedy, Romance, Sci-Fi            ",108 min,7.0,$13.00M,"28,765",71        
Inimigo Meu,(1985),"
Action, Adventure, Drama            ",108 min,6.9,$4.27M,"41,385",59        
As Aventuras de um Anjo,(1985),"
Comedy, Fantasy, Romance            ",90 min,6.4,$3.85M,"3,912",30        
Em Busca da Vitória,(1985),"
Drama, Romance, Sport            ",107 min,6.6,$12.90M,"7,350",55        
Procura-se Susan Desesperadamente,(1985),"
Comedy, Drama            ",104 min,6.0,$27.40M,"19,712",71        
A Primeira Transa de Jonathan,(1985),"
Comedy, Romance            ",93 min,6.6,$8.69M,"5,201",53        
A Casa do Espanto,(1985),"
Comedy, Fantasy, Horror            ",93 min,6.2,$19.44M,"21,682",44        
Os Espiões que Entraram numa Fria,(1985),"
Adventure, Comedy            ",102 min,6.4,$60.09M,"42,054",22        
Dia dos Mortos,(1985),"
Horror, Thriller            ",96 min,7.2,$5.80M,"59,892",60        
A Coisa,(1985),"
Comedy, Horror, Sci-Fi            ",87 min,5.9,,"12,391",
A Hora do Pesadelo 2: A Vingança de Freddy,(1985),"
Horror            ",87 min,5.5,$30.00M,"57,376",43        
Tuff Turf: O Rebelde,(1985),"
Action, Comedy, Drama            ",112 min,6.2,$9.40M,"3,752",37        
Dançando na TV,(1985),"
Comedy, Music, Romance            ",90 min,6.0,$6.33M,"9,317",56        
Loucademia de Polícia 2: A Primeira Missão,(1985),"
Comedy            ",87 min,5.8,$55.60M,"48,528",39        
Assassinato por Encomenda,(1985),"
Comedy, Crime, Mystery            ",98 min,6.9,$50.61M,"45,186",68        
Férias do Barulho,(1985),"
Comedy            ",82 min,5.3,$0.33M,"7,245",34        
A Lenda de Billie Jean,(1985),"
Action, Drama            ",96 min,6.7,$3.10M,"8,332",45        
O Último Dragão,(1985),"
Action, Comedy, Drama            ",109 min,6.9,$25.75M,"12,220",
Conquista Sangrenta,(1985),"
Adventure, Drama            ",126 min,6.7,$0.10M,"15,625",
Garota Sinal Verde,(1985),"
Comedy, Drama, Romance            ",100 min,7.0,$18.14M,"18,186",76        
Malucos a Solta,(1985),"
Comedy            ",92 min,4.2,,"1,094",
Phenomena,(1985),"
Horror, Mystery            ",116 min,6.8,,"21,524",57        
Chorus Line: Em Busca da Fama,(1985),"
Drama, Music, Musical            ",113 min,6.2,$14.20M,"8,746",46        
Demons - Filhos das Trevas,(1985),"
Horror            ",88 min,6.7,,"18,527",
Police Story: A Guerra das Drogas,(1985),"
Action, Comedy, Crime            ",100 min,7.6,$0.11M,"26,415",78        
Aluga-se para o Verão,(1985),"
Comedy            ",87 min,6.3,$24.69M,"12,907",38        
Subway,(1985),"
Thriller            ",104 min,6.6,$0.39M,"13,341",
"Remo, Desarmado e Perigoso",(1985),"
Action, Adventure, Comedy            ",121 min,6.5,,"10,413",
A Jóia do Nilo,(1985),"
Action, Adventure, Comedy            ",106 min,6.1,$75.97M,"48,041",
Corações Desertos,(1985),"
Drama, Romance            ",91 min,7.0,$2.49M,"4,610",
Admiradora Secreta,(1985),"
Comedy, Romance            ",90 min,6.6,$8.62M,"6,030",46        
Guerreiro Americano,(1985),"
Action, Adventure, Romance            ",95 min,5.5,$10.50M,"13,031",20        
O Ano do Dragão,(1985),"
Action, Crime, Drama            ",134 min,6.9,$18.70M,"13,134",
Anjo Vingador,(1985),"
Action, Crime, Thriller            ",93 min,4.9,$5.62M,"1,112",
Olhos de Gato,(1985),"
Comedy, Horror, Thriller            ",94 min,6.3,$13.09M,"21,606",70        
Um Romance Muito Perigoso,(1985),"
Comedy, Crime, Drama            ",115 min,6.5,$7.56M,"10,301",
O Beijo da Mulher-Aranha,(1985),"
Drama            ",120 min,7.4,$17.04M,"13,375",80        
Mishima: Uma Vida em Quatro Tempos,(1985),"
Biography, Drama            ",120 min,7.9,$0.44M,"7,756",81        
O Sol da Meia Noite,(1985),"
Drama, Music            ",136 min,6.7,$42.16M,"6,335",46        
A Honra do Poderoso Prizzi,(1985),"
Comedy, Crime, Drama            ",130 min,6.7,$26.70M,"21,636",84        
O Fio da Suspeita,(1985),"
Drama, Mystery, Thriller            ",108 min,6.5,$40.50M,"12,450",
Evils of the Night,(1985),"
Horror, Sci-Fi            ",84 min,3.5,,"1,058",
A Rosa Púrpura do Cairo,(1985),"
Comedy, Fantasy, Romance            ",82 min,7.7,$10.63M,"44,416",75        
Voluntários da Fuzarca,(1985),"
Adventure, Comedy            ",107 min,5.5,$19.88M,"8,099",55        
Desejo de Matar 3,(1985),"
Action, Crime, Drama            ",92 min,5.9,$16.12M,"13,161",18        
Rainha Guerreira,(1985),"
Adventure, Fantasy            ",72 min,4.1,,"1,842",
Minha Adorável Lavanderia,(1985),"
Comedy, Drama, Romance            ",97 min,6.8,$2.45M,"13,359",75        
Transilvânia - Hotel do Outro Lado do Mundo,(1985),"
Comedy, Fantasy, Horror            ",93 min,5.0,$7.20M,"6,220",
Vila Sésamo - Onde Está o Garibaldo?,(1985),"
Adventure, Comedy, Family            ",88 min,6.8,,"4,439",
A Poção Mágica,(1985),"
Adventure, Comedy, Family            ",93 min,6.4,,"1,778",
Tampopo: Os Brutos Também Comem Spaghetti,(1985),"
Comedy            ",114 min,7.9,$0.22M,"14,085",
Floresta das Esmeraldas,(1985),"
Action, Adventure, Drama            ",114 min,6.9,$24.47M,"8,853",
O Homem do Sapato Vermelho,(1985),"
Comedy, Thriller            ",92 min,5.7,$8.60M,"14,121",
A Revolução,(1985),"
Adventure, Drama, History            ",126 min,5.3,$0.36M,"6,071",
As Minas do Rei Salomão,(1985),"
Action, Adventure, Comedy            ",100 min,5.3,$15.06M,"11,828",
Daryl,(1985),"
Family, Sci-Fi            ",99 min,6.3,$7.84M,"11,573",
A Criatura,(1985),"
Horror, Sci-Fi            ",97 min,4.3,$4.78M,"3,126",
Levada da Breca,(1985),"
Comedy            ",91 min,4.7,$14.10M,"1,271",
Fandango,(1985),"
Comedy, Drama            ",91 min,6.8,$0.09M,"7,053",
Terra Tranquila,(1985),"
Drama, Mystery, Sci-Fi            ",91 min,6.8,$2.12M,"23,445",
Juventude Perdida,(1985),"
Crime, Drama, Horror            ",86 min,6.0,$0.20M,"2,343",
Grito de Horror 2,(1985),"
Horror, Thriller            ",91 min,3.6,,"5,999",
Porky's Contra-Ataca,(1985),"
Comedy            ",92 min,4.8,$20.52M,"7,331",24        
School Spirit,(1985),"
Comedy, Fantasy            ",90 min,4.3,,692,
Conversa Suave,(1985),"
Drama, Romance, Thriller            ",92 min,6.2,$0.02M,"1,600",
Heaven Help Us,(1985),"
Comedy, Drama, Romance            ",104 min,7.0,$6.07M,"3,798",64        
"Um Sonho, uma Lenda",(1985),"
Biography, Drama, Music            ",115 min,7.1,$9.09M,"3,953",65        
Gotcha!: Uma Arma do Barulho,(1985),"
Action, Comedy, Mystery            ",101 min,6.2,$10.81M,"6,436",38        
Minha Vida de Cachorro,(1985),"
Drama, Comedy            ",101 min,7.6,$8.35M,"17,477",
Sete Minutos no Paraíso,(1985),"
Comedy, Drama, Romance            ",88 min,6.1,$0.03M,"1,345",
Inferno in diretta,(1985),"
Adventure, Horror, Thriller            ",90 min,5.8,$0.37M,"1,724",
Santa Claus: A Verdadeira História de Papai Noel,(1985),"
Adventure, Family, Fantasy            ",107 min,6.3,$23.72M,"11,024",
A Máquina do Outro Mundo,(1985),"
Action, Adventure, Comedy            ",94 min,6.1,$4.12M,"5,025",38        
Relax,(1985),"
Comedy            ",91 min,7.0,$10.18M,"6,905",76        
A Menina e o Ovo de Anjo,(1985),"
Animation, Drama, Fantasy            ",71 min,7.6,,"6,050",
A Fortaleza,(1985),"
Action, Adventure, Thriller            ",85 min,7.1,,"2,447",
Os Renegados,(1985),"
Drama, Romance            ",105 min,7.7,,"7,527",
O Aviador,(1985),"
Adventure, Drama            ",96 min,5.5,$1.30M,"1,053",
Quebrando Todas as Regras,(1985),"
Comedy, Crime, Romance            ",91 min,5.6,,567,
O Romance de Murphy,(1985),"
Comedy, Drama, Romance            ",107 min,7.0,$30.76M,"5,150",
A Prometida,(1985),"
Fantasy, Horror, Romance            ",118 min,5.3,$3.60M,"2,772",30        
Godzilla 1985,(1985),"
Action, Horror, Sci-Fi            ",82 min,6.2,$4.12M,"5,687",31        
Perdidos no Vale dos Dinossauros,(1985),"
Action, Adventure, Horror            ",88 min,5.2,,"1,504",
Invasão U.S.A.,(1985),"
Action, Thriller            ",107 min,5.5,$17.54M,"8,133",29        
A Força da Inocência,(1985),"
Crime, Drama            ",102 min,6.2,$8.63M,"2,048",45        
Criador,(1985),"
Comedy, Romance, Sci-Fi            ",107 min,6.2,$5.35M,"2,829",
Competição de Destinos,(1985),"
Drama, Sport            ",113 min,6.4,$1.40M,"5,331",50        
Férias da Pesada,(1985),"
Comedy            ",94 min,5.2,$3.33M,"1,960",
Trânsito Muito Louco,(1985),"
Comedy            ",90 min,5.8,$10.60M,"3,514",24        
"Baby, o Segredo da Lenda Perdida",(1985),"
Family, Adventure, Sci-Fi            ",95 min,5.1,$14.97M,"2,957",
Código do Silêncio,(1985),"
Action, Crime, Drama            ",101 min,6.1,$20.35M,"6,367",64        
Coca-Cola Kid,(1985),"
Comedy, Drama            ",98 min,6.0,,"2,742",
Uma Aventura e Tanto,(1985),"
Adventure, Drama, Family            ",93 min,6.2,,"1,425",
Braddock 2: O Início da Missão,(1985),"
Action, Drama, Thriller            ",100 min,5.3,$10.80M,"7,150",
A História Oficial,(1985),"
Drama, History, War            ",112 min,7.7,$0.03M,"7,196",
Vampire Hunter D,(1985),"
Animation, Action, Fantasy            ",80 min,7.2,,"12,351",
Gymkata: O Jogo da Morte,(1985),"
Action, Thriller            ",90 min,4.4,$5.73M,"3,582",51        
Eu Vos Saúdo Maria,(1985),"
Drama            ",72 min,6.6,,"2,787",
Os Desajustados,(1985),"
Crime, Drama, Thriller            ",91 min,6.5,,"2,367",
Rei David,(1985),"
Adventure, Biography, Drama            ",114 min,5.3,$4.80M,"1,950",
O Alvo da Morte,(1985),"
Action, Adventure, Crime            ",117 min,6.0,,"3,750",
Garotas das Ruas,(1985),"
Action, Drama, Thriller            ",86 min,5.9,,413,
Agnes de Deus,(1985),"
Drama, Mystery            ",98 min,6.6,$25.63M,"6,475",
Temporada Sangrenta,(1985),"
Crime, Thriller            ",103 min,6.1,$4.35M,"3,481",
Sem Fim,(1985),"
Drama, Romance            ",107 min,7.5,,"3,596",
"Plenty, o Mundo de uma Mulher",(1985),"
Drama            ",121 min,6.1,$6.15M,"2,567",
A Moto Mágica,(1985),"
Comedy, Family, Fantasy            ",90 min,5.6,,903,
O Natal Mágico,(1985),"
Family, Fantasy            ",89 min,6.6,$13.68M,"2,948",
O Documento Holcroft,(1985),"
Action, Crime, Mystery            ",112 min,5.7,$0.39M,"2,739",
Miranda,(1985),"
Comedy, Romance            ",96 min,5.0,,"1,828",
Onda de Crime,(1985),"
Comedy, Crime, Horror            ",83 min,5.7,$0.00M,"4,850",34        
As Aventuras de Hércules,(1985),"
Adventure, Fantasy            ",88 min,4.0,,"1,085",
Prisioneiras da Ilha Selvagem,(1985),"
Action, Crime, Drama            ",74 min,3.5,,506,
Malícia Atômica,(1985),"
Drama, Comedy            ",109 min,6.6,,"3,024",
Snowroller - Sällskapsresan II,(1985),"
Comedy            ",91 min,6.6,,"5,491",
Os Mágicos do Reino,(1985),"
Action, Adventure, Family            ",72 min,2.7,,"1,284",
O Regresso para Bountiful,(1985),"
Drama            ",108 min,7.5,$7.47M,"3,809",
Garota das Cavernas,(1985),"
Comedy, Fantasy            ",86 min,3.7,,696,
Buraco Infernal,(1985),"
Action, Drama, Horror            ",90 min,5.0,,495,
Louco de Amor,(1985),"
Drama            ",106 min,6.1,$0.84M,"2,214",
Um Homem Destemido,(1985),"
Action, Crime, Drama            ",109 min,5.7,$8.49M,"1,766",
A Grande Aposta,(1985),"
Comedy, Romance            ",90 min,4.9,,223,
Quando Papai Saiu em Viagem de Negócios,(1985),"
Drama            ",136 min,7.8,$0.02M,"8,210",
Como é Feito um Herói,(1985),"
Comedy, Drama            ",102 min,6.0,$3.59M,"3,476",23        
Depois do Fim do Mundo,(1985),"
Action, Sci-Fi            ",88 min,4.5,$1.06M,"1,652",
O Protetor,(1985),"
Action, Crime, Thriller            ",91 min,5.7,$0.98M,"3,726",
Os Dois Super-Tiras em Miami,(1985),"
Action, Comedy, Crime            ",96 min,6.3,,"6,181",
Coronel Redl,(1985),"
Biography, Drama, History            ",144 min,7.6,$0.00M,"2,516",
Doña Herlinda y su hijo,(1985),"
Comedy, Drama, Romance            ",90 min,6.8,,429,
Restless Natives,(1985),"
Comedy, Crime            ",89 min,7.1,,"1,212",
Zoo - Um Z & Dois Zeros,(1985),"
Comedy, Drama            ",115 min,7.4,,"6,040",
Rodas de Fogo,(1985),"
Action, Adventure, Sci-Fi            ",81 min,4.6,,584,
Piccoli fuochi,(1985),"
Drama            ",95 min,6.0,,188,
Sunset Strip,(1985),"
Action, Crime, Drama            ",82 min,5.8,,55,
Executivos em Apuros,(1985),"
Comedy            ",90 min,5.5,$3.39M,"1,310",31        
Krush Groove: O Mundo do Rap,(1985),"
Comedy, Drama, Music            ",97 min,6.5,$11.05M,"2,719",37        
Subterrâneos - A Revolta dos Mutantes,(1985),"
Action, Horror, Sci-Fi            ",103 min,4.2,,862,
Night Train to Terror,(1985),"
Horror            ",98 min,4.2,,"1,890",
Fora de Controle,(1985),"
Action, Drama            ",78 min,4.3,,298,
As Novas Aventuras dos Ursinhos Carinhosos,(1985),"
Animation, Adventure, Comedy            ",77 min,5.6,$22.93M,"4,993",
Blackout,(1985),"
Crime, Drama, Horror            ",100 min,6.1,,766,
Pray for Death,(1985),"
Action, Crime, Drama            ",92 min,5.8,,"1,573",
Viagem Radioativa,(1985),"
Action, Adventure, Comedy            ",98 min,5.7,$0.22M,"1,464",
Sinal de Perigo,(1985),"
Drama, Sci-Fi, Thriller            ",99 min,6.1,$1.92M,"2,042",
Saagar,(1985),"
Drama, Romance            ",186 min,7.1,,784,
O Vaqueiro Cantador,(1985),"
Comedy, Western            ",88 min,6.5,$6.09M,"1,920",
Rappin',(1985),"
Drama, Music, Musical            ",92 min,3.8,$2.86M,417,
Vingança Nua,(1985),"
Action, Crime, Drama            ",97 min,5.8,,403,
Estrelas do kung Fu,(1985),"
Action, Comedy, Crime            ",96 min,6.5,,"4,309",
1918,(1985),"
Drama            ",94 min,6.2,,315,
Mata Hari,(1985),"
Drama, Thriller, War            ",108 min,3.7,,646,
No Mundo dos Sonhos,(1985),"
Biography, Comedy, Drama            ",94 min,6.8,$1.22M,"1,381",
As Aventuras de Mark Twain,(1985),"
Animation, Adventure, Family            ",86 min,7.4,$0.85M,"2,391",
O Médico e os Monstros,(1985),"
Crime, Drama, History            ",93 min,6.1,$0.15M,975,
Guarda Costas do Inimigo,(1985),"
Action, Comedy            ",105 min,6.4,,"3,246",
Young Lady Chatterley II,(1985),"
Drama            ",86 min,3.7,,490,
Alcova,(1985),"
Drama, Romance            ",86 min,4.8,,404,
Starchaser: A Lenda de Orin,(1985),"
Animation, Action, Adventure            ",100 min,6.6,$3.36M,"1,823",
Justiça em Dose Dupla,(1985),"
Action, Comedy, Crime            ",93 min,6.7,,"1,176",
Crepúsculo Selvagem,(1985),"
Drama, Action            ",102 min,4.9,,262,
Duas Vezes na Vida,(1985),"
Drama, Romance            ",111 min,6.5,$8.40M,872,
Berlin Affair,(1985),"
Drama            ",121 min,5.5,,463,
Dançando com um Estranho,(1985),"
Biography, Crime, Drama            ",96 min,6.7,$2.17M,"2,285",
O Cavaleiro Estelar,(1985),"
Adventure, Fantasy, Sci-Fi            ",90 min,4.1,,598,
"Presídio, Estadia no Inferno",(1985),"
Thriller            ",104 min,4.9,,664,
Rendez-vous,(1985),"
Drama, Romance            ",82 min,6.6,,"2,253",
Alien Outlaw,(1985),"
Sci-Fi, Western            ",90 min,3.5,,382,
Férias Ardentes,(1985),"
Comedy            ",86 min,4.3,,317,
"Trikal (Past, Present, Future)",(1985),"
Drama            ",137 min,7.2,,171,
Vidas em Conflito,(1985),"
Comedy, Crime, Drama            ",111 min,6.6,$0.02M,"1,521",
Joey,(1985),"
Action, Fantasy, Horror            ",98 min,4.8,,"1,249",
Determinação Vitoriosa,(1985),"
Drama            ",95 min,6.0,,393,
Kommando Leopard,(1985),"
Action            ",103 min,5.1,,411,
Hotel dos Prazeres,(1985),"
Comedy            ",93 min,3.8,,406,
3 Homens e um Bebê,(1985),"
Comedy            ",106 min,6.5,$2.05M,"3,163",44        
Long de xin,(1985),"
Action, Comedy, Crime            ",98 min,6.5,,"3,707",
História de um Amor,(1985),"
Comedy, Music, Romance            ",105 min,4.5,$1.88M,990,29        
Schiave bianche - Violenza in Amazzonia,(1985),"
Adventure, Drama, Horror            ",90 min,4.6,,"1,420",
Brennende blomster,(1985),"
Drama, Romance            ",84 min,6.2,,107,
Corra! Os ETs Chegaram,(1985),"
Comedy, Sci-Fi            ",90 min,4.5,$0.44M,"1,676",
História de Taipei,(1985),"
Drama            ",119 min,7.7,$0.01M,"1,554",
"Um Tempo para Viver, um Tempo para Morrer",(1985),"
Biography, Drama            ",138 min,7.7,,"2,157",
Caçado pelos Cães de Guerra,(1985),"
Adventure, Thriller, Action            ",125 min,4.8,,"1,095",
A Violência do Futuro,(1985),"
Adventure, Comedy, Horror            ",89 min,4.0,,556,
As Defesas do Império,(1985),"
Thriller            ",96 min,6.5,$0.75M,"1,866",
Vale da Morte,(1985),"
Horror, Sci-Fi            ",84 min,3.2,,578,
Scorpio Nights,(1985),"
Drama            ",126 min,7.2,,216,
Eleni,(1985),"
Drama, War            ",114 min,6.9,$0.31M,"1,258",
Amor E Vingança,(1985),"
Drama            ",90 min,6.2,$0.42M,458,
Esses Médicos Muito Loucos,(1985),"
Comedy            ",98 min,4.6,$2.69M,"1,163",
Maxie,(1985),"
Comedy, Fantasy            ",98 min,5.3,$2.56M,948,
Hard Rock Zombies,(1985),"
Comedy, Horror, Music            ",98 min,4.4,,"1,203",
Treasure of the Amazon,(1985),"
Action, Adventure, Drama            ",97 min,4.4,,490,
Esperando la carroza,(1985),"
Comedy            ",94 min,8.2,,"4,954",
A Revolta do Amor,(1985),"
Comedy, Drama, Romance            ",101 min,6.3,,764,
The Dark Power,(1985),"
Horror            ",87 min,3.4,,500,
Ilha dos Malucos,(1985),"
Adventure, Comedy, Drama            ",115 min,6.2,$1.26M,"2,121",
O.C. & Stiggs,(1985),"
Comedy, Romance            ",109 min,5.4,$0.03M,"1,160",
Pulgasari,(1985),"
Action, Drama, Fantasy            ",95 min,5.2,,853,
Geung see sin sang,(1985),"
Action, Comedy, Fantasy            ",96 min,7.5,,"3,186",
Deixe-me Viver,(1985),"
Drama            ",110 min,6.5,,473,
Sylvester,(1985),"
Drama, Family            ",104 min,6.6,$0.39M,362,
Vesnicko má stredisková,(1985),"
Comedy            ",98 min,8.1,,"3,500",
Hold-Up,(1985),"
Comedy, Crime            ",114 min,6.6,,"2,146",
Zivot je lep,(1985),"
Drama            ",104 min,7.5,,460,
The Innocent,(1985),"
Drama            ",116 min,5.9,,67,
O Segredo da Espada Mágica,(1985),"
Animation, Action, Adventure            ",100 min,7.2,$7.66M,"2,213",
Operação Esmeralda,(1985),"
Action, Drama, War            ",95 min,6.0,$0.52M,871,
O Declínio dos Anos Dourados,(1985),"
Drama, Romance            ",98 min,6.9,,"1,254",
Il piacere,(1985),"
Drama            ",85 min,4.7,,141,
"Tiffany, i agriogata tou erota",(1985),"
Comedy, Drama, Romance            ",89 min,5.9,,29,
"Niño pobre, niño rico",(1985),"
Comedy, Drama, Family            ",100 min,5.8,,22,
Perigo no Coração,(1985),"
Crime, Drama, Mystery            ",101 min,7.0,,"1,227",
Bayo,(1985),"
Drama            ",99 min,6.8,,38,
Le déclic,(1985),"
Thriller            ",87 min,4.2,,245,
Chithirame Chithirame,(1985),"
Drama            ",,6.1,,15,
Dan Oniroku: Bikyoshi jigokuzeme,(1985),"
Horror            ",67 min,5.3,,298,
Ninja - Programado Para Matar,(1985),"
Action, Thriller            ",94 min,3.8,,"1,132",
Thunder Alley,(1985),"
Drama, Music            ",111 min,6.8,,284,
Arjun,(1985),"
Action, Crime, Drama            ",154 min,7.2,,744,
Luta Solitária,(1985),"
Action, Drama            ",94 min,5.3,,156,
Mard,(1985),"
Action, Drama, Romance            ",177 min,6.2,,"1,372",
Viagem Noturna no Trem da Via Láctea,(1985),"
Animation, Adventure, Drama            ",113 min,7.2,,"1,464",
Rainbow Brite e o Roubo das Estrelas,(1985),"
Animation, Adventure, Family            ",85 min,6.9,$4.89M,"1,038",
Incidents in an Expanding Universe,(1985),"
Sci-Fi            ",45 min,4.9,,47,
Dust,(1985),"
Drama            ",88 min,6.2,,183,
Rebel,(1985),"
Drama, Music, Romance            ",89 min,4.7,,333,
Ma no toki,(1985),"
Drama            ",110 min,6.4,,56,
Ritmo Quente,(1985),"
Drama, Musical            ",110 min,5.8,,584,
Silip,(1985),"
Crime, Drama            ",125 min,6.0,,602,
The Angelic Conversation,(1985),"
Drama            ",77 min,6.2,,665,
Gritta von Rattenzuhausbeiuns,(1985),"
Comedy, Family, Fantasy            ",83 min,6.5,,107,
Patrulheiros do Espaço,(1985),"
Action, Adventure, Sci-Fi            ",86 min,5.2,,"1,344",
Oriana,(1985),"
Drama, Mystery, Romance            ",88 min,6.7,,363,
Buddies,(1985),"
Drama            ",81 min,7.1,,169,
Otto - Der Film,(1985),"
Comedy, Romance            ",85 min,6.4,,"3,497",
Tuntematon sotilas,(1985),"
Drama, War            ",199 min,7.4,,"2,551",
Ataque em Alto-Mar,(1985),"
Crime, Drama, Thriller            ",89 min,6.2,,649,
Mavi mavi,(1985),"
Romance            ",85 min,3.4,,447,
Zikina dinastija,(1985),"
Comedy            ",95 min,7.6,,"1,983",
Phaansi Ke Baad,(1985),"
Drama            ",141 min,6.4,,13,
"Vabank II, czyli riposta",(1985),"
Comedy, Crime            ",97 min,7.5,,"2,108",
Echo Park,(1985),"
Comedy, Drama            ",88 min,5.8,$0.70M,574,
Choque de Paixão E Morte,(1985),"
Drama            ",94 min,4.7,,749,
Posições Comprometedoras,(1985),"
Comedy, Drama, Mystery            ",99 min,5.9,$12.53M,899,
Calamari Union,(1985),"
Comedy            ",81 min,7.1,,"2,914",
Fever Pitch,(1985),"
Drama            ",96 min,4.1,$0.62M,236,
Asterix e a Surpresa de César,(1985),"
Animation, Adventure, Comedy            ",79 min,6.8,,"8,186",
